index;hash_cnst;hash_symb;hash_strlen;hash_ascii;hash_rol;hash_ror;hash_mrot
859;0;0;0;34;8;0;8
860;0;0;0;30;15;0;5
861;0;0;0;22;8;0;12
862;0;0;0;28;6;0;13
863;0;0;0;33;13;0;8
864;0;0;0;30;2;0;16
865;0;0;0;28;8;0;10
866;0;0;0;27;15;0;9
867;0;0;0;32;5;0;10
868;0;0;0;23;9;0;14
869;0;0;0;24;6;0;6
870;0;0;0;34;9;0;9
871;0;0;0;18;5;0;9
872;0;0;0;31;8;0;18
873;0;0;0;26;12;0;10
874;0;0;0;22;13;0;9
875;0;0;0;22;12;0;12
876;0;0;0;25;5;0;12
877;0;0;0;15;8;0;6
878;0;0;0;15;6;0;13
879;0;0;0;22;8;0;9
880;0;0;0;12;5;0;10
881;0;0;0;14;5;0;15
882;0;0;0;16;8;0;8
883;0;0;0;16;6;0;10
884;0;0;0;11;11;0;12
885;0;0;0;11;11;0;10
886;0;0;0;11;8;0;7
887;0;0;0;8;7;0;9
888;0;0;0;9;7;0;12
889;0;0;0;10;9;0;9
890;0;0;0;5;6;0;20
891;0;0;0;5;10;0;11
892;0;0;0;5;6;0;9
893;0;0;0;8;11;0;12
894;0;0;0;7;8;0;10
895;0;0;0;5;7;0;8
896;0;0;0;1;6;0;7
897;0;0;0;4;5;0;11
898;0;0;0;5;3;0;9
899;0;0;0;3;9;0;11
900;0;0;0;1;9;0;15
901;0;0;0;2;6;0;8
902;0;0;0;1;10;0;16
903;0;0;0;3;6;0;6
904;0;0;0;2;5;0;9
905;0;0;0;1;5;0;14
906;0;0;0;1;10;0;7
907;0;0;0;1;7;0;5
908;0;0;0;0;4;0;8
909;0;0;0;0;7;0;10
910;0;0;0;0;4;0;12
911;0;0;0;0;10;0;10
912;0;0;0;1;10;0;16
913;0;0;0;3;9;0;8
914;0;0;0;1;8;0;9
915;0;0;0;0;4;0;13
916;0;0;0;2;7;0;13
917;0;0;0;0;8;0;10
918;0;0;0;0;8;0;11
919;0;0;0;1;8;0;10
920;0;0;0;2;7;0;7
921;0;0;0;1;4;0;13
922;0;0;0;2;10;0;14
923;0;0;0;1;5;0;4
924;0;0;0;1;15;0;7
925;0;0;0;6;7;0;11
926;0;0;0;4;1;0;3
927;0;0;0;5;8;0;7
928;0;0;0;2;7;0;11
929;0;0;0;2;10;0;9
930;0;0;0;2;11;0;8
931;0;0;0;3;12;0;8
932;0;0;0;5;12;0;10
933;0;0;0;6;9;0;10
934;0;0;0;3;5;0;9
935;0;0;0;9;4;0;9
936;0;0;0;10;4;0;7
937;0;0;0;4;6;0;9
938;0;0;0;7;10;0;13
939;0;0;0;11;7;0;8
940;0;0;0;6;4;0;14
941;0;0;0;6;10;0;15
942;0;0;0;12;6;0;11
943;0;0;0;12;6;0;11
944;0;0;0;14;8;0;11
945;0;0;0;16;14;0;7
946;0;0;0;10;12;0;8
947;0;0;0;11;8;0;14
948;0;0;0;14;7;0;11
949;0;0;0;13;11;0;5
950;0;0;0;13;3;0;13
951;0;0;0;11;10;0;17
952;0;0;0;16;8;0;10
953;0;0;0;10;8;0;11
954;0;0;0;20;9;0;6
955;0;0;0;17;13;0;10
956;0;0;0;20;6;0;16
957;0;0;0;18;5;0;10
958;0;0;0;12;5;0;11
959;0;0;0;39;4;0;9
960;0;0;0;26;5;0;11
961;0;0;0;28;5;0;7
962;0;0;0;16;7;0;5
963;0;0;0;20;2;0;7
964;0;0;0;25;7;0;11
965;0;0;0;21;8;0;9
966;0;0;0;20;4;0;14
967;0;0;0;21;8;0;19
968;0;0;0;24;4;0;19
969;0;0;0;26;9;0;7
970;0;0;0;20;6;0;12
971;0;0;0;18;8;0;7
972;0;0;0;19;8;0;9
973;0;0;0;20;9;0;7
974;0;0;0;23;1;0;8
975;0;0;0;20;9;0;10
976;0;0;0;19;6;0;10
977;0;0;0;21;4;0;11
978;0;0;0;25;1;0;8
979;0;0;0;13;5;0;10
980;0;0;0;17;4;0;13
981;0;0;0;20;8;0;12
982;0;0;0;19;7;0;11
983;0;0;0;18;9;0;8
984;0;0;0;17;7;0;8
985;0;0;0;24;5;0;9
986;0;0;0;21;5;0;11
987;0;0;0;15;7;0;9
988;0;0;0;12;8;0;8
989;0;0;0;11;8;0;13
990;0;0;0;5;3;0;7
991;0;0;0;13;7;0;11
992;0;0;0;9;7;0;10
993;0;0;0;14;6;0;12
994;0;0;0;6;4;0;15
995;0;0;0;4;9;0;8
996;0;0;0;4;12;0;11
997;0;0;0;4;10;0;7
998;0;0;0;5;5;0;6
999;0;0;0;6;7;0;11
1000;0;0;0;6;4;0;11
1001;0;0;0;8;12;0;11
1002;0;0;0;3;6;0;8
1003;0;0;0;5;3;0;11
1004;0;0;0;4;5;0;10
1005;0;0;0;4;4;0;11
1006;0;0;0;2;5;0;10
1007;0;0;0;6;6;0;5
1008;0;0;0;4;4;0;11
